invoice_id,customer_id,invoice_date,invoice_amount,due_date
INV_1176,CUST_47,2024-05-16,10332.91,2024-05-31
INV_1177,CUST_90,2023-10-09,12719.42,2023-12-08
INV_1178,CUST_46,2023-01-23,15667.56,2023-03-24
INV_1179,CUST_107,2022-06-28,27979.12,2022-08-12
INV_1180,CUST_12,2024-06-26,29605.59,2024-08-25
INV_1181,CUST_90,2024-01-31,21611.74,2024-02-15
INV_1182,CUST_13,2023-03-25,30963.33,2023-05-24
INV_1183,CUST_104,2022-11-25,4537.96,2022-12-25
INV_1184,CUST_62,2023-03-22,4845.52,2023-04-21
INV_1185,CUST_82,2023-08-14,9005.56,2023-10-13
INV_1186,CUST_89,2022-03-21,26144.84,2022-04-20
INV_1187,CUST_97,2024-03-12,11092.74,2024-04-11
INV_1188,CUST_111,2022-02-08,14522.58,2022-02-23
INV_1189,CUST_104,2022-02-26,20315.49,2022-04-12
INV_1190,CUST_60,2022-10-16,40687.37,2022-11-15
INV_1191,CUST_43,2023-03-26,1186.18,2023-04-25
INV_1192,CUST_76,2022-01-10,32644.25,2022-02-24
INV_1193,CUST_108,2023-07-18,33609.39,2023-09-01
INV_1194,CUST_100,2022-05-28,40033.46,2022-06-27
INV_1195,CUST_112,2024-06-16,46671.27,2024-08-15
INV_1196,CUST_68,2023-04-20,1496.82,2023-05-20
INV_1197,CUST_5,2022-12-26,8112.29,2023-02-24
INV_1198,CUST_120,2023-05-25,44365.48,2023-07-24
INV_1199,CUST_37,2023-06-30,23196.67,2023-08-29
INV_1200,CUST_72,2022-09-10,28447.24,2022-10-25
INV_1201,CUST_106,2022-06-26,33319.85,2022-07-26
INV_1202,CUST_113,2023-04-02,34113.8,2023-05-02
INV_1203,CUST_92,2024-01-16,46621.15,2024-01-31
INV_1204,CUST_31,2024-06-14,49849.0,2024-07-29
INV_1205,CUST_9,2022-06-07,36147.79,2022-06-22
INV_1206,CUST_118,2024-01-03,14717.45,2024-01-18
INV_1207,CUST_51,2022-10-29,44047.74,2022-12-28
INV_1208,CUST_29,2023-09-14,2936.44,2023-10-29
INV_1209,CUST_78,2024-07-31,11938.5,2024-08-15
INV_1210,CUST_40,2022-03-29,44920.59,2022-04-28
INV_1211,CUST_41,2022-11-08,13181.48,2022-11-23
INV_1212,CUST_86,2022-09-14,11422.23,2022-10-29
INV_1213,CUST_11,2023-12-29,7337.2,2024-01-28
INV_1214,CUST_23,2024-08-14,43026.03,2024-09-13
INV_1215,CUST_1,2024-04-17,25252.88,2024-05-17
INV_1216,CUST_46,2022-11-30,33907.21,2023-01-29
INV_1217,CUST_101,2022-10-23,12333.79,2022-11-22
INV_1218,CUST_21,2023-06-04,38023.0,2023-08-03
INV_1219,CUST_90,2024-06-17,38120.27,2024-08-16
INV_1220,CUST_110,2022-11-26,15973.6,2022-12-11
INV_1221,CUST_36,2024-11-24,20828.79,2024-12-09
INV_1222,CUST_54,2022-07-22,10879.67,2022-08-21
INV_1223,CUST_87,2023-08-12,48839.77,2023-09-26
INV_1224,CUST_57,2024-10-19,32457.33,2024-11-18
INV_1225,CUST_1,2022-08-06,46759.92,2022-08-21
INV_1226,CUST_63,2023-01-26,15517.58,2023-02-25
INV_1227,CUST_54,2024-03-12,39203.6,2024-03-27
INV_1228,CUST_55,2023-08-27,38410.0,2023-09-26
INV_1229,CUST_115,2022-11-20,34736.95,2023-01-04
INV_1230,CUST_40,2023-06-22,48299.13,2023-07-22
INV_1231,CUST_15,2022-10-22,19980.99,2022-12-06
INV_1232,CUST_21,2024-02-21,6970.51,2024-04-06
INV_1233,CUST_47,2023-01-07,33749.59,2023-02-06
INV_1234,CUST_73,2022-01-27,36600.84,2022-03-13
INV_1235,CUST_53,2024-08-03,28965.5,2024-09-17
INV_1236,CUST_9,2022-10-30,10737.49,2022-11-14
INV_1237,CUST_74,2022-02-24,25470.57,2022-03-11
INV_1238,CUST_52,2024-04-20,15953.39,2024-06-04
INV_1239,CUST_57,2024-09-27,21659.59,2024-11-26
INV_1240,CUST_117,2023-12-11,32438.32,2024-01-10
INV_1241,CUST_26,2022-08-30,37388.13,2022-10-14
INV_1242,CUST_41,2024-04-17,11995.12,2024-05-17
INV_1243,CUST_35,2023-12-08,20563.61,2023-12-23
INV_1244,CUST_63,2023-03-13,13823.5,2023-04-12
INV_1245,CUST_116,2023-12-16,10332.26,2024-01-30
INV_1246,CUST_25,2024-07-14,39277.67,2024-08-28
INV_1247,CUST_90,2022-11-06,45508.01,2022-12-21
INV_1248,CUST_75,2022-10-25,18826.49,2022-12-09
INV_1249,CUST_38,2022-03-06,37688.31,2022-05-05
INV_1250,CUST_2,2023-03-31,44901.27,2023-05-30
INV_1251,CUST_7,2022-01-16,42383.15,2022-03-17
INV_1252,CUST_82,2024-06-02,9549.26,2024-07-17
INV_1253,CUST_91,2023-09-13,47836.45,2023-11-12
INV_1254,CUST_34,2023-11-03,19145.48,2023-12-03
INV_1255,CUST_91,2022-10-25,17292.41,2022-12-09
INV_1256,CUST_17,2024-07-18,3590.35,2024-08-02
INV_1257,CUST_43,2024-01-25,24565.6,2024-03-10
INV_1258,CUST_59,2023-01-21,5896.17,2023-02-20
INV_1259,CUST_108,2023-11-04,12802.72,2024-01-03
INV_1260,CUST_51,2024-06-05,16188.66,2024-07-20
INV_1261,CUST_54,2023-10-17,40536.9,2023-12-16
INV_1262,CUST_24,2023-10-06,43836.69,2023-11-20
INV_1263,CUST_25,2024-07-30,15472.08,2024-08-29
INV_1264,CUST_71,2023-03-02,43005.56,2023-04-16
INV_1265,CUST_52,2023-04-01,42932.93,2023-05-31
INV_1266,CUST_70,2022-07-10,38350.22,2022-09-08
INV_1267,CUST_117,2022-12-25,7761.41,2023-01-24
INV_1268,CUST_88,2023-06-08,34670.98,2023-07-23
INV_1269,CUST_33,2024-09-20,47278.69,2024-10-05
INV_1270,CUST_49,2024-02-29,34285.75,2024-04-14
INV_1271,CUST_29,2022-07-02,16915.03,2022-08-01
INV_1272,CUST_63,2023-02-28,25278.68,2023-03-15
INV_1273,CUST_107,2023-09-10,32463.39,2023-10-10
INV_1274,CUST_22,2024-08-23,25773.24,2024-10-07
INV_1275,CUST_26,2022-10-23,6437.67,2022-11-07
INV_1276,CUST_28,2023-12-24,15947.17,2024-01-23
INV_1277,CUST_114,2024-11-06,40218.6,2025-01-05
INV_1278,CUST_85,2022-02-16,43140.19,2022-03-03
INV_1279,CUST_49,2023-02-19,7296.35,2023-03-06
INV_1280,CUST_71,2024-09-06,47643.14,2024-10-06
INV_1281,CUST_81,2022-12-31,16776.72,2023-03-01
INV_1282,CUST_84,2023-10-24,33284.53,2023-11-08
INV_1283,CUST_105,2024-05-01,37715.34,2024-05-31
INV_1284,CUST_49,2022-01-12,40691.34,2022-01-27
INV_1285,CUST_20,2023-07-28,47314.61,2023-08-12
INV_1286,CUST_118,2022-08-31,15989.52,2022-09-15
INV_1287,CUST_86,2023-04-17,42996.07,2023-06-16
INV_1288,CUST_92,2022-05-11,7018.5,2022-06-25
INV_1289,CUST_63,2023-09-06,35399.52,2023-10-21
INV_1290,CUST_61,2024-12-17,37227.9,2025-02-15
INV_1291,CUST_104,2022-08-21,34047.3,2022-10-20
INV_1292,CUST_49,2023-02-27,12989.58,2023-03-29
INV_1293,CUST_71,2022-05-15,43715.64,2022-05-30
INV_1294,CUST_1,2023-12-30,8858.49,2024-02-28
INV_1295,CUST_96,2022-03-19,3154.92,2022-04-18
INV_1296,CUST_13,2022-07-14,36014.52,2022-08-28
INV_1297,CUST_94,2024-08-29,24036.05,2024-10-13
INV_1298,CUST_87,2024-10-25,42530.35,2024-12-09
INV_1299,CUST_51,2024-11-27,19478.16,2025-01-11
INV_1300,CUST_56,2024-02-15,8829.79,2024-03-16
INV_1301,CUST_83,2022-11-23,41903.89,2022-12-08
INV_1302,CUST_62,2023-11-15,27671.03,2023-12-15
INV_1303,CUST_32,2024-04-09,9865.19,2024-04-24
INV_1304,CUST_30,2023-06-30,36159.01,2023-08-14
INV_1305,CUST_29,2024-08-10,25800.13,2024-10-09
INV_1306,CUST_49,2024-11-25,30413.49,2025-01-24
INV_1307,CUST_45,2022-07-08,23314.47,2022-09-06
INV_1308,CUST_93,2024-08-08,41521.09,2024-08-23
INV_1309,CUST_30,2024-12-15,41563.35,2025-01-29
INV_1310,CUST_16,2023-07-02,35614.75,2023-08-01
INV_1311,CUST_40,2023-09-11,5717.37,2023-11-10
INV_1312,CUST_19,2022-10-17,42023.27,2022-11-01
INV_1313,CUST_18,2023-10-06,33715.14,2023-12-05
INV_1314,CUST_1,2022-05-21,35002.7,2022-06-20
INV_1315,CUST_78,2022-12-22,18467.65,2023-02-05
INV_1316,CUST_115,2024-09-25,44024.34,2024-10-25
INV_1317,CUST_47,2022-12-29,36405.89,2023-02-12
INV_1318,CUST_114,2023-08-26,6073.23,2023-10-10
INV_1319,CUST_66,2024-10-10,20685.01,2024-11-24
INV_1320,CUST_118,2023-10-24,44375.83,2023-12-23
INV_1321,CUST_92,2024-03-27,2836.24,2024-04-26
INV_1322,CUST_113,2022-05-27,48090.12,2022-07-26
INV_1323,CUST_114,2023-07-03,34118.55,2023-08-02
INV_1324,CUST_94,2022-09-14,31753.11,2022-09-29
INV_1325,CUST_38,2022-01-17,13892.68,2022-02-01
INV_1326,CUST_51,2024-08-21,12815.19,2024-09-20
INV_1327,CUST_63,2022-05-13,47131.88,2022-06-12
INV_1328,CUST_4,2022-11-27,15264.49,2022-12-27
INV_1329,CUST_1,2024-02-17,38887.51,2024-03-18
INV_1330,CUST_8,2022-07-30,19959.53,2022-09-13
INV_1331,CUST_29,2023-01-16,7393.08,2023-03-17
INV_1332,CUST_55,2024-08-06,1030.41,2024-09-20
INV_1333,CUST_103,2023-10-30,27440.74,2023-12-29
INV_1334,CUST_3,2023-06-20,48801.05,2023-08-19
INV_1335,CUST_32,2024-05-04,18772.24,2024-07-03
INV_1336,CUST_10,2024-05-17,18181.02,2024-07-01
INV_1337,CUST_74,2024-05-01,17532.54,2024-05-31
INV_1338,CUST_83,2024-09-13,26266.92,2024-10-28
INV_1339,CUST_110,2024-06-08,22312.91,2024-07-23
INV_1340,CUST_34,2023-01-01,44055.77,2023-03-02
INV_1341,CUST_97,2023-02-15,25523.28,2023-03-02
INV_1342,CUST_87,2024-10-22,25634.01,2024-11-06
INV_1343,CUST_55,2022-01-22,7349.39,2022-03-08
INV_1344,CUST_92,2023-01-11,49145.61,2023-03-12
INV_1345,CUST_32,2024-01-21,12873.66,2024-03-06
INV_1346,CUST_50,2024-06-03,4131.52,2024-07-18
INV_1347,CUST_7,2022-05-21,33325.74,2022-06-20
INV_1348,CUST_93,2022-12-10,29970.64,2023-02-08
INV_1349,CUST_8,2022-03-12,21049.71,2022-03-27
INV_1350,CUST_65,2024-12-05,21398.52,2024-12-20
INV_1351,CUST_57,2022-06-04,39360.66,2022-06-19
INV_1352,CUST_119,2023-03-24,10187.78,2023-05-08
INV_1353,CUST_67,2023-11-10,41102.54,2024-01-09
INV_1354,CUST_88,2022-04-24,32612.98,2022-05-24
INV_1355,CUST_87,2024-09-02,21239.0,2024-09-17
INV_1356,CUST_59,2023-03-27,23172.42,2023-05-26
INV_1357,CUST_72,2024-06-04,13204.04,2024-06-19
INV_1358,CUST_54,2022-08-08,37729.66,2022-09-07
INV_1359,CUST_111,2023-01-03,25887.3,2023-03-04
INV_1360,CUST_101,2023-03-28,16382.3,2023-05-12
INV_1361,CUST_67,2022-09-24,30004.48,2022-11-08
INV_1362,CUST_51,2022-01-20,49788.86,2022-02-04
INV_1363,CUST_97,2022-04-11,22045.48,2022-04-26
INV_1364,CUST_92,2023-05-04,46074.22,2023-07-03
INV_1365,CUST_111,2022-10-07,17578.33,2022-11-06
INV_1366,CUST_8,2023-11-28,3209.27,2023-12-13
INV_1367,CUST_34,2024-11-01,10609.98,2024-12-31
INV_1368,CUST_35,2022-06-13,21225.41,2022-07-13
INV_1369,CUST_96,2024-03-22,11371.93,2024-04-06
INV_1370,CUST_88,2023-10-11,511.24,2023-10-26
INV_1371,CUST_78,2022-08-11,45792.58,2022-10-10
INV_1372,CUST_32,2024-10-03,42272.03,2024-10-18
INV_1373,CUST_120,2024-02-23,37243.47,2024-04-08
INV_1374,CUST_46,2022-12-18,8806.82,2023-01-17
INV_1375,CUST_107,2023-07-22,6458.0,2023-08-21
INV_1376,CUST_16,2024-01-03,3846.44,2024-02-17
INV_1377,CUST_68,2023-07-29,36339.44,2023-09-27
INV_1378,CUST_116,2022-05-15,46475.99,2022-06-29
INV_1379,CUST_37,2022-08-20,21811.52,2022-10-04
INV_1380,CUST_54,2022-01-26,6397.46,2022-02-25
INV_1381,CUST_85,2022-10-04,25863.44,2022-12-03
INV_1382,CUST_14,2024-10-31,17767.18,2024-11-15
INV_1383,CUST_95,2024-05-08,19053.83,2024-06-22
INV_1384,CUST_55,2024-11-22,31255.87,2025-01-06
INV_1385,CUST_48,2022-04-09,36076.55,2022-06-08
INV_1386,CUST_82,2024-04-18,5974.88,2024-06-02
INV_1387,CUST_7,2022-06-14,2261.72,2022-08-13
INV_1388,CUST_74,2022-07-10,49719.35,2022-07-25
INV_1389,CUST_7,2022-07-27,12020.05,2022-09-25
INV_1390,CUST_33,2023-10-14,3164.61,2023-10-29
INV_1391,CUST_23,2023-01-19,9898.83,2023-03-20
INV_1392,CUST_85,2022-11-28,2428.41,2023-01-12
INV_1393,CUST_19,2024-08-08,19894.64,2024-08-23
INV_1394,CUST_112,2024-09-27,40218.89,2024-11-11
INV_1395,CUST_19,2022-07-11,17391.6,2022-07-26
INV_1396,CUST_36,2024-06-05,22487.08,2024-08-04
INV_1397,CUST_29,2024-09-18,33941.55,2024-11-17
INV_1398,CUST_60,2023-07-10,25690.26,2023-09-08
INV_1399,CUST_82,2024-06-05,43141.56,2024-07-05
INV_1400,CUST_2,2022-08-07,43368.77,2022-09-06
INV_1401,CUST_1,2022-08-25,990.58,2022-09-09
INV_1402,CUST_47,2024-04-10,39013.29,2024-05-10
INV_1403,CUST_69,2023-08-30,23306.31,2023-10-29
INV_1404,CUST_20,2024-04-14,49447.61,2024-05-14
INV_1405,CUST_11,2024-08-05,24419.99,2024-09-04
INV_1406,CUST_106,2024-06-06,49351.35,2024-07-21
INV_1407,CUST_2,2024-07-01,37851.18,2024-07-16
INV_1408,CUST_67,2023-05-16,12805.94,2023-05-31
INV_1409,CUST_87,2023-03-11,27150.55,2023-03-26
INV_1410,CUST_119,2022-11-06,49610.71,2022-12-06
INV_1411,CUST_12,2022-06-19,42947.77,2022-08-18
INV_1412,CUST_20,2022-03-26,5319.66,2022-05-10
INV_1413,CUST_5,2024-12-21,35465.41,2025-01-05
INV_1414,CUST_37,2024-09-24,17606.19,2024-10-24
INV_1415,CUST_38,2022-05-12,845.62,2022-07-11
INV_1416,CUST_94,2023-11-16,20472.31,2023-12-31
INV_1417,CUST_9,2022-06-14,12120.34,2022-07-29
INV_1418,CUST_98,2024-04-12,41034.03,2024-04-27
INV_1419,CUST_53,2022-06-12,17197.87,2022-06-27
INV_1420,CUST_44,2023-11-05,41462.42,2024-01-04
INV_1421,CUST_99,2024-01-09,529.6,2024-02-08
INV_1422,CUST_116,2024-08-07,15737.05,2024-10-06
INV_1423,CUST_86,2022-04-30,12437.68,2022-05-15
INV_1424,CUST_108,2024-10-08,12061.58,2024-12-07
INV_1425,CUST_24,2024-07-21,3875.24,2024-08-20
INV_1426,CUST_81,2024-05-31,9762.65,2024-07-15
INV_1427,CUST_74,2024-10-12,27999.7,2024-11-26
INV_1428,CUST_30,2023-11-12,14922.37,2023-12-27
INV_1429,CUST_120,2023-01-25,21161.04,2023-03-11
INV_1430,CUST_59,2023-01-31,19154.91,2023-02-15
INV_1431,CUST_110,2023-10-19,43857.29,2023-11-03
INV_1432,CUST_87,2022-10-30,45312.3,2022-11-29
INV_1433,CUST_96,2024-07-24,24901.37,2024-08-23
INV_1434,CUST_81,2024-07-14,16842.72,2024-08-13
INV_1435,CUST_114,2024-02-14,5786.63,2024-03-15
INV_1436,CUST_115,2022-04-21,47693.44,2022-06-20
INV_1437,CUST_81,2023-04-26,3481.23,2023-05-26
INV_1438,CUST_14,2023-05-26,15233.69,2023-07-10
INV_1439,CUST_9,2022-05-18,15254.28,2022-07-02
INV_1440,CUST_40,2022-04-22,16359.86,2022-06-06
INV_1441,CUST_66,2022-12-20,8632.2,2023-02-18
INV_1442,CUST_109,2024-07-13,39266.49,2024-08-12
INV_1443,CUST_25,2022-08-23,6563.64,2022-10-07
INV_1444,CUST_103,2024-02-05,31927.88,2024-03-21
INV_1445,CUST_73,2023-05-19,6630.38,2023-07-03
INV_1446,CUST_118,2022-05-30,3991.51,2022-07-14
INV_1447,CUST_22,2022-09-01,45516.76,2022-09-16
INV_1448,CUST_107,2022-09-28,9911.37,2022-10-28
INV_1449,CUST_110,2024-05-06,41151.88,2024-06-05
INV_1450,CUST_4,2022-06-17,27459.23,2022-08-16
INV_1451,CUST_26,2022-03-12,4353.9,2022-03-27
INV_1452,CUST_58,2022-01-27,47794.69,2022-03-28
INV_1453,CUST_29,2024-04-06,12724.58,2024-05-21
INV_1454,CUST_109,2023-07-21,43052.44,2023-09-19
INV_1455,CUST_98,2022-06-20,8856.1,2022-08-04
INV_1456,CUST_87,2024-05-16,42770.17,2024-06-30
INV_1457,CUST_37,2024-09-29,1154.83,2024-10-29
INV_1458,CUST_75,2023-08-04,25833.13,2023-09-03
INV_1459,CUST_70,2022-08-13,38587.41,2022-09-12
INV_1460,CUST_18,2022-10-23,46772.38,2022-11-22
INV_1461,CUST_85,2023-12-04,45505.51,2024-01-03
INV_1462,CUST_42,2022-05-14,41071.43,2022-05-29
INV_1463,CUST_100,2022-05-23,44465.47,2022-06-22
INV_1464,CUST_41,2024-02-16,10361.37,2024-04-16
INV_1465,CUST_38,2022-11-09,14567.12,2022-12-24
INV_1466,CUST_34,2024-11-11,14803.94,2024-12-11
INV_1467,CUST_17,2022-07-14,19164.17,2022-07-29
INV_1468,CUST_37,2023-01-10,19969.37,2023-03-11
INV_1469,CUST_25,2023-11-18,27455.49,2024-01-17
INV_1470,CUST_102,2024-04-15,8414.05,2024-05-30
INV_1471,CUST_76,2024-03-04,34716.71,2024-05-03
INV_1472,CUST_87,2023-05-13,8794.54,2023-07-12
INV_1473,CUST_117,2022-10-12,15860.27,2022-12-11
INV_1474,CUST_106,2024-02-27,25415.58,2024-04-27
INV_1475,CUST_86,2022-07-15,39923.81,2022-07-30
INV_1476,CUST_85,2024-06-14,37103.73,2024-07-29
INV_1477,CUST_27,2024-12-20,32453.95,2025-01-19
INV_1478,CUST_57,2023-07-20,8210.78,2023-09-18
INV_1479,CUST_31,2023-08-25,27578.74,2023-09-09
INV_1480,CUST_6,2023-01-27,4828.6,2023-03-13
INV_1481,CUST_91,2024-11-14,19179.48,2024-12-14
INV_1482,CUST_40,2022-11-05,20969.07,2022-12-20
INV_1483,CUST_98,2023-09-21,2470.67,2023-10-06
INV_1484,CUST_12,2023-01-01,14062.41,2023-01-16
INV_1485,CUST_109,2024-10-26,47804.65,2024-11-10
INV_1486,CUST_53,2024-01-10,47704.81,2024-03-10
INV_1487,CUST_71,2022-06-17,17940.19,2022-07-02
INV_1488,CUST_10,2022-04-10,2633.46,2022-05-10
INV_1489,CUST_45,2023-04-06,9365.2,2023-06-05
INV_1490,CUST_17,2022-05-17,19914.78,2022-07-01
INV_1491,CUST_26,2023-11-19,47415.1,2023-12-19
INV_1492,CUST_85,2024-10-29,7489.35,2024-12-28
INV_1493,CUST_92,2022-09-12,38294.03,2022-09-27
INV_1494,CUST_62,2022-03-05,5879.79,2022-04-19
INV_1495,CUST_46,2023-02-26,49072.25,2023-03-13
INV_1496,CUST_64,2024-02-21,19390.02,2024-03-22
INV_1497,CUST_2,2024-11-17,38874.11,2024-12-17
INV_1498,CUST_54,2023-08-27,17458.26,2023-10-26
INV_1499,CUST_107,2024-06-01,31569.61,2024-07-01
INV_1500,CUST_65,2023-04-28,10004.8,2023-06-12
INV_1501,CUST_51,2024-11-15,7728.04,2025-01-14
INV_1502,CUST_53,2023-09-05,46934.17,2023-10-20
INV_1503,CUST_36,2022-11-03,45923.54,2022-11-18
INV_1504,CUST_115,2022-08-13,44429.71,2022-09-27
INV_1505,CUST_26,2022-01-28,31458.96,2022-03-14
INV_1506,CUST_29,2023-06-11,40509.28,2023-07-11
INV_1507,CUST_21,2022-05-07,3917.33,2022-05-22
INV_1508,CUST_11,2024-09-10,17072.06,2024-10-10
INV_1509,CUST_40,2024-03-07,16028.3,2024-03-22
INV_1510,CUST_11,2023-03-18,31964.44,2023-04-02
INV_1511,CUST_36,2022-06-22,18119.91,2022-08-06
INV_1512,CUST_113,2024-05-23,7851.09,2024-06-22
INV_1513,CUST_59,2023-09-24,30025.12,2023-11-08
INV_1514,CUST_39,2022-12-08,40812.0,2023-01-22
INV_1515,CUST_104,2024-03-16,19415.11,2024-04-30
INV_1516,CUST_99,2022-06-22,7047.3,2022-07-07
INV_1517,CUST_54,2023-10-05,10236.07,2023-11-04
INV_1518,CUST_98,2023-10-30,12255.42,2023-11-29
INV_1519,CUST_55,2022-06-25,15344.93,2022-08-09
INV_1520,CUST_111,2024-12-24,32318.36,2025-01-08
INV_1521,CUST_24,2022-09-09,30246.8,2022-10-09
INV_1522,CUST_118,2022-02-21,34955.95,2022-04-22
INV_1523,CUST_22,2024-05-02,18443.85,2024-06-01
INV_1524,CUST_69,2022-08-11,41287.88,2022-09-25
INV_1525,CUST_56,2023-03-25,10602.34,2023-05-24
INV_1526,CUST_33,2023-07-05,23717.52,2023-07-20
INV_1527,CUST_36,2023-02-15,40146.47,2023-04-16
INV_1528,CUST_111,2024-04-20,9417.85,2024-06-19
INV_1529,CUST_20,2023-03-27,5938.22,2023-05-11
INV_1530,CUST_83,2024-04-22,44242.36,2024-05-22
INV_1531,CUST_99,2022-09-16,17475.02,2022-10-01
INV_1532,CUST_116,2024-08-05,34351.57,2024-10-04
INV_1533,CUST_107,2023-01-15,1754.76,2023-03-01
INV_1534,CUST_81,2024-03-04,34657.32,2024-04-03
INV_1535,CUST_62,2022-11-21,16147.01,2023-01-20
INV_1536,CUST_109,2022-02-28,3259.17,2022-04-14
INV_1537,CUST_107,2022-10-13,30685.73,2022-11-27
INV_1538,CUST_98,2023-09-15,12419.79,2023-10-30
INV_1539,CUST_73,2023-10-16,19646.96,2023-10-31
INV_1540,CUST_26,2023-05-26,4488.75,2023-06-25
INV_1541,CUST_66,2024-02-12,7784.58,2024-04-12
INV_1542,CUST_117,2024-12-16,15249.87,2025-01-15
INV_1543,CUST_73,2023-12-09,4943.1,2024-01-08
INV_1544,CUST_73,2023-12-17,45585.9,2024-02-15
INV_1545,CUST_40,2024-07-21,799.33,2024-08-20
INV_1546,CUST_17,2022-09-15,24451.08,2022-09-30
INV_1547,CUST_1,2024-09-22,6600.75,2024-11-21
INV_1548,CUST_89,2023-01-23,15730.11,2023-03-24
INV_1549,CUST_61,2022-06-11,46339.95,2022-07-26
INV_1550,CUST_43,2022-10-06,8503.88,2022-11-05
INV_1551,CUST_104,2022-03-10,48308.7,2022-05-09
INV_1552,CUST_42,2024-07-30,10686.82,2024-09-28
INV_1553,CUST_25,2024-07-28,37207.52,2024-08-12
INV_1554,CUST_39,2024-05-14,27560.52,2024-06-28
INV_1555,CUST_35,2022-04-17,44281.7,2022-06-16
INV_1556,CUST_3,2022-11-16,27922.67,2022-12-01
INV_1557,CUST_114,2023-04-06,26960.68,2023-06-05
INV_1558,CUST_101,2024-12-19,10175.17,2025-02-17
INV_1559,CUST_108,2022-04-05,8728.35,2022-06-04
INV_1560,CUST_44,2022-09-18,45866.21,2022-10-03
INV_1561,CUST_51,2023-07-13,16727.99,2023-08-12
INV_1562,CUST_94,2024-04-12,18918.07,2024-06-11
INV_1563,CUST_102,2023-04-23,38111.27,2023-06-22
INV_1564,CUST_98,2024-11-27,17271.76,2024-12-27
INV_1565,CUST_12,2024-12-14,47627.09,2025-02-12
INV_1566,CUST_19,2022-02-22,37027.42,2022-04-08
INV_1567,CUST_101,2022-12-21,30072.75,2023-02-19
INV_1568,CUST_44,2024-02-01,44104.31,2024-03-17
INV_1569,CUST_59,2024-03-13,2955.49,2024-04-12
INV_1570,CUST_49,2024-11-21,13224.6,2024-12-06
INV_1571,CUST_61,2024-01-01,23519.3,2024-01-31
INV_1572,CUST_17,2022-09-03,11735.44,2022-11-02
INV_1573,CUST_74,2023-12-14,37323.31,2024-01-28
INV_1574,CUST_57,2024-02-21,46000.8,2024-03-07
INV_1575,CUST_55,2023-05-12,21476.62,2023-07-11
INV_1576,CUST_113,2022-06-13,17435.56,2022-06-28
INV_1577,CUST_47,2024-08-03,48096.76,2024-08-18
INV_1578,CUST_12,2023-07-14,22520.2,2023-09-12
INV_1579,CUST_62,2024-07-03,24707.9,2024-08-02
INV_1580,CUST_80,2023-04-04,17906.67,2023-06-03
INV_1581,CUST_88,2024-11-11,45522.65,2025-01-10
INV_1582,CUST_83,2023-12-15,28663.3,2024-01-14
INV_1583,CUST_8,2023-01-06,38227.64,2023-02-20
INV_1584,CUST_95,2022-04-22,40684.43,2022-06-21
INV_1585,CUST_21,2023-06-10,17421.53,2023-06-25
INV_1586,CUST_81,2022-11-06,21967.87,2023-01-05
INV_1587,CUST_87,2022-10-19,42499.35,2022-12-18
INV_1588,CUST_101,2022-01-08,18481.14,2022-01-23
INV_1589,CUST_118,2022-11-12,39799.79,2022-12-12
INV_1590,CUST_80,2024-11-12,47079.12,2024-12-27
INV_1591,CUST_70,2024-11-08,31348.91,2024-12-23
INV_1592,CUST_72,2022-05-11,37210.55,2022-05-26
INV_1593,CUST_25,2023-12-08,40352.32,2024-01-07
INV_1594,CUST_82,2022-01-27,42329.46,2022-03-28
INV_1595,CUST_89,2023-09-08,20055.14,2023-11-07
INV_1596,CUST_12,2024-06-29,3037.54,2024-08-28
INV_1597,CUST_15,2024-08-27,20392.88,2024-10-26
INV_1598,CUST_59,2023-06-08,33850.93,2023-08-07
INV_1599,CUST_26,2024-07-11,22792.34,2024-07-26
INV_1600,CUST_105,2024-11-17,37573.68,2025-01-16
INV_1601,CUST_109,2022-03-01,18170.63,2022-04-30
INV_1602,CUST_26,2023-12-11,31919.83,2024-01-10
INV_1603,CUST_47,2022-10-08,9727.78,2022-12-07
INV_1604,CUST_32,2024-12-05,37593.79,2025-01-19
INV_1605,CUST_10,2022-11-21,27511.95,2022-12-06
INV_1606,CUST_16,2024-03-24,10601.19,2024-04-08
INV_1607,CUST_71,2023-01-18,14949.6,2023-02-02
INV_1608,CUST_17,2024-04-13,37556.13,2024-05-28
INV_1609,CUST_23,2024-02-22,24388.76,2024-04-22
INV_1610,CUST_26,2022-12-02,11193.56,2022-12-17
INV_1611,CUST_85,2022-07-12,48379.92,2022-08-26
INV_1612,CUST_86,2024-11-16,35898.69,2024-12-16
INV_1613,CUST_7,2024-06-24,47878.17,2024-08-23
INV_1614,CUST_14,2022-11-12,21641.7,2022-12-27
INV_1615,CUST_79,2024-10-31,24017.47,2024-12-30
INV_1616,CUST_117,2024-10-05,44948.78,2024-11-04
INV_1617,CUST_7,2024-12-30,26489.94,2025-02-13
INV_1618,CUST_9,2022-01-15,35510.31,2022-03-16
INV_1619,CUST_115,2023-09-27,12982.56,2023-11-11
INV_1620,CUST_48,2024-06-18,22612.96,2024-07-03
INV_1621,CUST_72,2024-06-09,6610.77,2024-08-08
INV_1622,CUST_114,2023-06-09,10696.01,2023-07-24
INV_1623,CUST_59,2024-10-30,546.7,2024-11-14
INV_1624,CUST_87,2023-02-16,2443.62,2023-03-18
INV_1625,CUST_93,2022-02-03,48875.55,2022-04-04
