invoice_id,due_date,invoice_amount,days_late,payment_date,payment_amount
INV_1473,2022-12-11,15860.27,-5,2022-12-06,15860.27
INV_1474,2024-04-27,25415.58,5,2024-05-02,25415.58
INV_1475,2022-07-30,39923.81,0,2022-07-30,39923.81
INV_1476,2024-07-29,37103.73,0,2024-07-29,37103.73
INV_1477,2025-01-19,32453.95,15,2025-02-03,32453.95
INV_1478,2023-09-18,8210.78,60,2023-11-17,8210.78
INV_1479,2023-09-09,27578.74,0,2023-09-09,27578.74
INV_1480,2023-03-13,4828.6,5,2023-03-18,4828.6
INV_1481,2024-12-14,19179.48,60,2025-02-12,19179.48
INV_1482,2022-12-20,20969.07,15,2023-01-04,20969.07
INV_1483,2023-10-06,2470.67,5,2023-10-11,2470.67
INV_1484,2023-01-16,14062.41,15,2023-01-31,14062.41
INV_1485,2024-11-10,47804.65,0,2024-11-10,47804.65
INV_1486,2024-03-10,47704.81,5,2024-03-15,47704.81
INV_1487,2022-07-02,17940.19,0,2022-07-02,17940.19
INV_1488,2022-05-10,2633.46,0,2022-05-10,2633.46
INV_1489,2023-06-05,9365.2,5,2023-06-10,9365.2
INV_1490,2022-07-01,19914.78,0,2022-07-01,19914.78
INV_1491,2023-12-19,47415.1,15,2024-01-03,47415.1
INV_1492,2024-12-28,7489.35,5,2025-01-02,7489.35
INV_1493,2022-09-27,38294.03,5,2022-10-02,38294.03
INV_1494,2022-04-19,5879.79,0,2022-04-19,5879.79
INV_1495,2023-03-13,49072.25,0,2023-03-13,49072.25
INV_1496,2024-03-22,19390.02,5,2024-03-27,19390.02
INV_1497,2024-12-17,38874.11,60,2025-02-15,38874.11
INV_1498,2023-10-26,17458.26,0,2023-10-26,17458.26
INV_1499,2024-07-01,31569.61,0,2024-07-01,31569.61
INV_1500,2023-06-12,10004.8,30,2023-07-12,10004.8
INV_1501,2025-01-14,7728.04,0,2025-01-14,7728.04
INV_1502,2023-10-20,46934.17,30,2023-11-19,46934.17
INV_1503,2022-11-18,45923.54,5,2022-11-23,45923.54
INV_1504,2022-09-27,44429.71,5,2022-10-02,44429.71
INV_1505,2022-03-14,31458.96,0,2022-03-14,31458.96
INV_1506,2023-07-11,40509.28,0,2023-07-11,40509.28
INV_1507,2022-05-22,3917.33,0,2022-05-22,3917.33
INV_1508,2024-10-10,17072.06,30,2024-11-09,17072.06
INV_1509,2024-03-22,16028.3,15,2024-04-06,16028.3
INV_1510,2023-04-02,31964.44,15,2023-04-17,31964.44
INV_1511,2022-08-06,18119.91,15,2022-08-21,18119.91
INV_1512,2024-06-22,7851.09,0,2024-06-22,7851.09
INV_1513,2023-11-08,30025.12,5,2023-11-13,30025.12
INV_1514,2023-01-22,40812.0,5,2023-01-27,40812.0
INV_1515,2024-04-30,19415.11,15,2024-05-15,19415.11
INV_1516,2022-07-07,7047.3,0,2022-07-07,7047.3
INV_1517,2023-11-04,10236.07,5,2023-11-09,10236.07
INV_1518,2023-11-29,12255.42,30,2023-12-29,12255.42
INV_1519,2022-08-09,15344.93,5,2022-08-14,15344.93
INV_1520,2025-01-08,32318.36,0,2025-01-08,32318.36
INV_1521,2022-10-09,30246.8,5,2022-10-14,30246.8
INV_1522,2022-04-22,34955.95,0,2022-04-22,34955.95
INV_1523,2024-06-01,18443.85,15,2024-06-16,18443.85
INV_1524,2022-09-25,41287.88,60,2022-11-24,41287.88
INV_1525,2023-05-24,10602.34,5,2023-05-29,10602.34
INV_1526,2023-07-20,23717.52,5,2023-07-25,23717.52
INV_1527,2023-04-16,40146.47,15,2023-05-01,40146.47
INV_1528,2024-06-19,9417.85,0,2024-06-19,9417.85
INV_1529,2023-05-11,5938.22,0,2023-05-11,5938.22
INV_1530,2024-05-22,44242.36,30,2024-06-21,44242.36
INV_1531,2022-10-01,17475.02,15,2022-10-16,17475.02
INV_1532,2024-10-04,34351.57,-5,2024-09-29,34351.57
INV_1533,2023-03-01,1754.76,0,2023-03-01,1754.76
INV_1534,2024-04-03,34657.32,15,2024-04-18,34657.32
INV_1535,2023-01-20,16147.01,15,2023-02-04,16147.01
INV_1536,2022-04-14,3259.17,15,2022-04-29,3259.17
INV_1537,2022-11-27,30685.73,0,2022-11-27,30685.73
INV_1538,2023-10-30,12419.79,30,2023-11-29,12419.79
INV_1539,2023-10-31,19646.96,5,2023-11-05,19646.96
INV_1540,2023-06-25,4488.75,15,2023-07-10,4488.75
INV_1541,2024-04-12,7784.58,5,2024-04-17,7784.58
INV_1542,2025-01-15,15249.87,0,2025-01-15,15249.87
INV_1543,2024-01-08,4943.1,60,2024-03-08,4943.1
INV_1544,2024-02-15,45585.9,0,2024-02-15,45585.9
INV_1545,2024-08-20,799.33,0,2024-08-20,799.33
INV_1546,2022-09-30,24451.08,15,2022-10-15,24451.08
INV_1547,2024-11-21,6600.75,5,2024-11-26,6600.75
INV_1548,2023-03-24,15730.11,15,2023-04-08,15730.11
INV_1549,2022-07-26,46339.95,5,2022-07-31,46339.95
INV_1550,2022-11-05,8503.88,0,2022-11-05,8503.88
INV_1551,2022-05-09,48308.7,30,2022-06-08,48308.7
INV_1552,2024-09-28,10686.82,-5,2024-09-23,10686.82
INV_1553,2024-08-12,37207.52,30,2024-09-11,37207.52
INV_1554,2024-06-28,27560.52,0,2024-06-28,27560.52
INV_1555,2022-06-16,44281.7,15,2022-07-01,44281.7
INV_1556,2022-12-01,27922.67,0,2022-12-01,27922.67
INV_1557,2023-06-05,26960.68,5,2023-06-10,26960.68
INV_1558,2025-02-17,10175.17,30,2025-03-19,10175.17
INV_1559,2022-06-04,8728.35,5,2022-06-09,8728.35
INV_1560,2022-10-03,45866.21,15,2022-10-18,45866.21
INV_1561,2023-08-12,16727.99,15,2023-08-27,16727.99
INV_1562,2024-06-11,18918.07,15,2024-06-26,18918.07
INV_1563,2023-06-22,38111.27,30,2023-07-22,38111.27
INV_1564,2024-12-27,17271.76,5,2025-01-01,17271.76
INV_1565,2025-02-12,47627.09,0,2025-02-12,47627.09
INV_1566,2022-04-08,37027.42,-5,2022-04-03,37027.42
INV_1567,2023-02-19,30072.75,0,2023-02-19,30072.75
INV_1568,2024-03-17,44104.31,0,2024-03-17,44104.31
INV_1569,2024-04-12,2955.49,5,2024-04-17,2955.49
INV_1570,2024-12-06,13224.6,0,2024-12-06,13224.6
INV_1571,2024-01-31,23519.3,-5,2024-01-26,23519.3
INV_1572,2022-11-02,11735.44,-5,2022-10-28,11735.44
INV_1573,2024-01-28,37323.31,15,2024-02-12,37323.31
INV_1574,2024-03-07,46000.8,5,2024-03-12,46000.8
INV_1575,2023-07-11,21476.62,0,2023-07-11,21476.62
INV_1576,2022-06-28,17435.56,30,2022-07-28,17435.56
INV_1577,2024-08-18,48096.76,0,2024-08-18,48096.76
INV_1578,2023-09-12,22520.2,60,2023-11-11,22520.2
INV_1579,2024-08-02,24707.9,5,2024-08-07,24707.9
INV_1580,2023-06-03,17906.67,0,2023-06-03,17906.67
INV_1581,2025-01-10,45522.65,15,2025-01-25,45522.65
INV_1582,2024-01-14,28663.3,15,2024-01-29,28663.3
INV_1583,2023-02-20,38227.64,5,2023-02-25,38227.64
INV_1584,2022-06-21,40684.43,30,2022-07-21,40684.43
INV_1585,2023-06-25,17421.53,0,2023-06-25,17421.53
INV_1586,2023-01-05,21967.87,0,2023-01-05,21967.87
INV_1587,2022-12-18,42499.35,0,2022-12-18,42499.35
INV_1588,2022-01-23,18481.14,0,2022-01-23,18481.14
INV_1589,2022-12-12,39799.79,0,2022-12-12,39799.79
INV_1590,2024-12-27,47079.12,30,2025-01-26,47079.12
INV_1591,2024-12-23,31348.91,0,2024-12-23,31348.91
INV_1592,2022-05-26,37210.55,5,2022-05-31,37210.55
INV_1593,2024-01-07,40352.32,5,2024-01-12,40352.32
INV_1594,2022-03-28,42329.46,30,2022-04-27,42329.46
INV_1595,2023-11-07,20055.14,60,2024-01-06,20055.14
INV_1596,2024-08-28,3037.54,15,2024-09-12,3037.54
INV_1597,2024-10-26,20392.88,60,2024-12-25,20392.88
INV_1598,2023-08-07,33850.93,15,2023-08-22,33850.93
INV_1599,2024-07-26,22792.34,60,2024-09-24,22792.34
INV_1600,2025-01-16,37573.68,15,2025-01-31,37573.68
INV_1601,2022-04-30,18170.63,0,2022-04-30,18170.63
INV_1602,2024-01-10,31919.83,5,2024-01-15,31919.83
INV_1603,2022-12-07,9727.78,5,2022-12-12,9727.78
INV_1604,2025-01-19,37593.79,0,2025-01-19,37593.79
INV_1605,2022-12-06,27511.95,0,2022-12-06,27511.95
INV_1606,2024-04-08,10601.19,5,2024-04-13,10601.19
INV_1607,2023-02-02,14949.6,30,2023-03-04,14949.6
INV_1608,2024-05-28,37556.13,-5,2024-05-23,37556.13
INV_1609,2024-04-22,24388.76,15,2024-05-07,24388.76
INV_1610,2022-12-17,11193.56,15,2023-01-01,11193.56
INV_1611,2022-08-26,48379.92,60,2022-10-25,48379.92
INV_1612,2024-12-16,35898.69,30,2025-01-15,35898.69
INV_1613,2024-08-23,47878.17,15,2024-09-07,47878.17
INV_1614,2022-12-27,21641.7,5,2023-01-01,21641.7
INV_1615,2024-12-30,24017.47,0,2024-12-30,24017.47
INV_1616,2024-11-04,44948.78,5,2024-11-09,44948.78
INV_1617,2025-02-13,26489.94,15,2025-02-28,26489.94
INV_1618,2022-03-16,35510.31,30,2022-04-15,35510.31
INV_1619,2023-11-11,12982.56,15,2023-11-26,12982.56
INV_1620,2024-07-03,22612.96,0,2024-07-03,22612.96
INV_1621,2024-08-08,6610.77,5,2024-08-13,6610.77
INV_1622,2023-07-24,10696.01,0,2023-07-24,10696.01
INV_1623,2024-11-14,546.7,-5,2024-11-09,546.7
INV_1624,2023-03-18,2443.62,0,2023-03-18,2443.62
INV_1625,2022-04-04,48875.55,0,2022-04-04,48875.55
INV_1626,2023-01-30,12496.51,15,2023-02-14,12496.51
INV_1627,2023-12-24,33333.88,0,2023-12-24,33333.88
INV_1628,2025-01-14,42035.44,0,2025-01-14,42035.44
INV_1629,2024-11-29,27757.69,60,2025-01-28,27757.69
INV_1630,2023-11-30,8080.65,0,2023-11-30,8080.65
INV_1631,2024-07-05,36541.76,-5,2024-06-30,36541.76
INV_1632,2022-09-23,30212.44,0,2022-09-23,30212.44
INV_1633,2024-10-22,36696.9,0,2024-10-22,36696.9
INV_1634,2023-03-17,38602.46,0,2023-03-17,38602.46
INV_1635,2023-01-31,48782.81,0,2023-01-31,48782.81
INV_1636,2024-10-12,28891.38,5,2024-10-17,28891.38
INV_1637,2022-07-02,17411.24,0,2022-07-02,17411.24
INV_1638,2022-10-08,32599.0,0,2022-10-08,32599.0
INV_1639,2022-09-28,3887.82,30,2022-10-28,3887.82
INV_1640,2024-09-02,44921.17,5,2024-09-07,44921.17
INV_1641,2024-04-29,6409.36,30,2024-05-29,6409.36
INV_1642,2023-03-14,16728.22,5,2023-03-19,16728.22
INV_1643,2022-03-04,40879.4,0,2022-03-04,40879.4
INV_1644,2025-02-03,30066.96,15,2025-02-18,30066.96
INV_1645,2024-09-29,19984.96,0,2024-09-29,19984.96
INV_1646,2024-05-07,23935.07,0,2024-05-07,23935.07
INV_1647,2025-02-04,42800.1,15,2025-02-19,42800.1
INV_1648,2024-06-09,17330.22,5,2024-06-14,17330.22
INV_1649,2024-10-29,43547.66,15,2024-11-13,43547.66
INV_1650,2022-05-06,4862.65,30,2022-06-05,4862.65
INV_1651,2022-04-23,38951.52,0,2022-04-23,38951.52
INV_1652,2023-02-12,42453.61,5,2023-02-17,42453.61
INV_1653,2024-09-11,9499.97,5,2024-09-16,9499.97
INV_1654,2024-01-19,21802.15,60,2024-03-19,21802.15
INV_1655,2023-11-23,8692.24,15,2023-12-08,8692.24
INV_1656,2023-11-20,35476.9,30,2023-12-20,35476.9
INV_1657,2024-12-11,26999.71,0,2024-12-11,26999.71
INV_1658,2022-05-14,31948.51,15,2022-05-29,31948.51
INV_1659,2023-02-01,10226.1,0,2023-02-01,10226.1
INV_1660,2023-03-26,10981.42,0,2023-03-26,10981.42
INV_1661,2024-04-21,2554.12,30,2024-05-21,2554.12
INV_1662,2022-11-18,16442.34,-5,2022-11-13,16442.34
INV_1663,2024-01-06,28207.36,60,2024-03-06,28207.36
INV_1664,2024-05-11,42967.78,0,2024-05-11,42967.78
INV_1665,2022-06-13,33512.91,15,2022-06-28,33512.91
INV_1666,2023-02-21,22052.12,0,2023-02-21,22052.12
INV_1667,2023-07-26,47679.45,0,2023-07-26,47679.45
INV_1668,2024-08-01,36102.64,0,2024-08-01,36102.64
INV_1669,2022-11-03,46543.18,5,2022-11-08,46543.18
INV_1670,2022-11-02,26615.6,0,2022-11-02,26615.6
INV_1671,2024-09-30,13315.76,15,2024-10-15,13315.76
INV_1672,2023-03-28,3114.92,-5,2023-03-23,3114.92
INV_1673,2023-03-25,36441.2,0,2023-03-25,36441.2
INV_1674,2023-06-29,6504.5,0,2023-06-29,6504.5
INV_1675,2022-05-20,15487.37,5,2022-05-25,15487.37
INV_1676,2022-06-21,26857.31,15,2022-07-06,26857.31
INV_1677,2023-08-31,28438.62,30,2023-09-30,28438.62
INV_1678,2024-08-10,30228.87,0,2024-08-10,30228.87
INV_1679,2022-04-23,8729.64,5,2022-04-28,8729.64
INV_1680,2022-06-19,19297.0,15,2022-07-04,19297.0
INV_1681,2023-11-10,31051.11,0,2023-11-10,31051.11
INV_1682,2024-05-01,48506.03,5,2024-05-06,48506.03
INV_1683,2023-09-20,36517.74,5,2023-09-25,36517.74
INV_1684,2023-01-08,46168.89,0,2023-01-08,46168.89
INV_1685,2024-07-27,38229.5,-5,2024-07-22,38229.5
INV_1686,2023-02-23,29789.99,0,2023-02-23,29789.99
INV_1687,2023-10-13,10005.16,5,2023-10-18,10005.16
INV_1688,2023-06-08,33500.94,0,2023-06-08,33500.94
INV_1689,2022-09-04,31357.29,0,2022-09-04,31357.29
INV_1690,2024-11-02,30322.22,0,2024-11-02,30322.22
INV_1691,2023-07-30,24744.4,0,2023-07-30,24744.4
INV_1692,2023-08-04,26668.5,0,2023-08-04,26668.5
INV_1693,2024-05-05,17054.91,30,2024-06-04,17054.91
INV_1694,2022-12-13,26205.98,-5,2022-12-08,26205.98
INV_1695,2024-03-03,10279.02,15,2024-03-18,10279.02
INV_1696,2023-11-14,40356.13,0,2023-11-14,40356.13
INV_1697,2022-06-24,9695.96,15,2022-07-09,9695.96
INV_1698,2022-06-23,4705.83,5,2022-06-28,4705.83
INV_1699,2024-06-23,22094.18,0,2024-06-23,22094.18
INV_1700,2023-01-29,33086.22,15,2023-02-13,33086.22
INV_1701,2023-10-16,22166.98,5,2023-10-21,22166.98
INV_1702,2022-10-24,14199.33,15,2022-11-08,14199.33
INV_1703,2022-07-15,28129.47,5,2022-07-20,28129.47
INV_1704,2024-01-08,17676.62,60,2024-03-08,17676.62
INV_1705,2022-09-07,46676.95,15,2022-09-22,46676.95
INV_1706,2023-08-31,46170.93,60,2023-10-30,46170.93
INV_1707,2023-06-15,25367.41,5,2023-06-20,25367.41
INV_1708,2024-05-12,16730.26,5,2024-05-17,16730.26
INV_1709,2024-05-21,36988.05,15,2024-06-05,36988.05
INV_1710,2023-09-25,2317.29,30,2023-10-25,2317.29
INV_1711,2023-09-05,24001.07,60,2023-11-04,24001.07
INV_1712,2024-11-24,17148.01,0,2024-11-24,17148.01
INV_1713,2022-08-15,46066.53,15,2022-08-30,46066.53
INV_1714,2022-06-26,1094.15,0,2022-06-26,1094.15
INV_1715,2024-08-31,27864.34,5,2024-09-05,27864.34
INV_1716,2024-04-05,37162.85,0,2024-04-05,37162.85
INV_1717,2024-05-19,24508.39,0,2024-05-19,24508.39
INV_1718,2023-01-03,4727.45,30,2023-02-02,4727.45
INV_1719,2024-07-21,48636.84,0,2024-07-21,48636.84
INV_1720,2025-01-06,26141.52,5,2025-01-11,26141.52
INV_1721,2022-03-12,30902.22,5,2022-03-17,30902.22
INV_1722,2022-08-28,12212.18,0,2022-08-28,12212.18
INV_1723,2022-06-17,24433.16,0,2022-06-17,24433.16
INV_1724,2022-09-30,21742.9,5,2022-10-05,21742.9
INV_1725,2024-03-11,4207.34,0,2024-03-11,4207.34
INV_1726,2024-08-25,5754.94,15,2024-09-09,5754.94
INV_1727,2024-10-23,41954.89,60,2024-12-22,41954.89
INV_1728,2022-09-10,12371.09,0,2022-09-10,12371.09
INV_1729,2023-03-13,10150.43,0,2023-03-13,10150.43
INV_1730,2024-08-11,25493.12,5,2024-08-16,25493.12
INV_1731,2023-11-11,38552.98,15,2023-11-26,38552.98
INV_1732,2024-07-31,3566.35,0,2024-07-31,3566.35
INV_1733,2024-02-06,29051.99,-5,2024-02-01,29051.99
INV_1734,2024-02-12,6400.92,5,2024-02-17,6400.92
INV_1735,2023-02-01,2304.82,60,2023-04-02,2304.82
INV_1736,2024-06-25,3110.83,0,2024-06-25,3110.83
INV_1737,2023-02-05,41791.12,5,2023-02-10,41791.12
INV_1738,2023-05-10,6339.64,60,2023-07-09,6339.64
INV_1739,2022-09-04,2734.99,15,2022-09-19,2734.99
INV_1740,2024-06-05,22176.04,15,2024-06-20,22176.04
INV_1741,2024-02-05,42277.68,5,2024-02-10,42277.68
INV_1742,2022-12-26,13489.21,60,2023-02-24,13489.21
INV_1743,2024-12-10,21374.77,15,2024-12-25,21374.77
INV_1744,2024-04-20,2476.17,30,2024-05-20,2476.17
INV_1745,2023-04-05,22729.39,15,2023-04-20,22729.39
INV_1746,2023-04-02,29091.85,15,2023-04-17,29091.85
INV_1747,2024-03-18,28759.9,0,2024-03-18,28759.9
INV_1748,2024-11-02,16955.12,0,2024-11-02,16955.12
INV_1749,2023-09-08,16118.89,15,2023-09-23,16118.89
INV_1750,2022-12-20,5777.87,0,2022-12-20,5777.87
INV_1751,2022-08-11,18656.52,5,2022-08-16,18656.52
INV_1752,2025-03-01,5424.99,0,2025-03-01,5424.99
INV_1753,2023-07-15,38446.5,15,2023-07-30,38446.5
INV_1754,2024-04-27,48330.58,0,2024-04-27,48330.58
INV_1755,2023-05-19,48518.69,15,2023-06-03,48518.69
INV_1756,2023-05-28,43321.02,5,2023-06-02,43321.02
INV_1757,2022-03-15,30239.21,0,2022-03-15,30239.21
INV_1758,2024-12-18,35192.85,5,2024-12-23,35192.85
INV_1759,2024-03-06,14617.69,0,2024-03-06,14617.69
INV_1760,2022-08-28,31723.14,0,2022-08-28,31723.14
INV_1761,2022-05-08,23054.65,0,2022-05-08,23054.65
INV_1762,2023-11-25,24359.86,0,2023-11-25,24359.86
INV_1763,2023-12-05,38009.94,60,2024-02-03,38009.94
INV_1764,2022-05-26,14454.96,-5,2022-05-21,14454.96
INV_1765,2023-12-20,16242.96,15,2024-01-04,16242.96
INV_1766,2022-11-09,46269.77,0,2022-11-09,46269.77
INV_1767,2024-08-08,3283.1,5,2024-08-13,3283.1
INV_1768,2022-04-28,24538.9,0,2022-04-28,24538.9
INV_1769,2022-04-26,45683.64,15,2022-05-11,45683.64
INV_1770,2024-08-17,30712.97,15,2024-09-01,30712.97
INV_1771,2024-11-06,27547.15,15,2024-11-21,27547.15
INV_1772,2024-11-17,12862.34,0,2024-11-17,12862.34
INV_1773,2024-07-27,17492.14,15,2024-08-11,17492.14
INV_1774,2022-08-03,42676.4,0,2022-08-03,42676.4
INV_1775,2024-05-28,28181.3,-5,2024-05-23,28181.3
INV_1776,2022-05-22,25979.74,5,2022-05-27,25979.74
INV_1777,2024-11-14,5429.2,5,2024-11-19,5429.2
INV_1778,2022-02-15,1293.39,5,2022-02-20,1293.39
INV_1779,2023-11-07,48202.42,15,2023-11-22,48202.42
INV_1780,2024-01-02,19160.82,0,2024-01-02,19160.82
INV_1781,2024-05-26,30359.05,0,2024-05-26,30359.05
INV_1782,2023-10-03,4445.9,0,2023-10-03,4445.9
INV_1783,2024-09-06,34314.16,15,2024-09-21,34314.16
INV_1784,2024-10-15,46662.05,5,2024-10-20,46662.05
INV_1785,2022-04-19,28995.43,0,2022-04-19,28995.43
INV_1786,2022-12-01,6742.71,15,2022-12-16,6742.71
INV_1787,2023-08-02,29295.22,5,2023-08-07,29295.22
INV_1788,2024-11-26,38434.19,5,2024-12-01,38434.19
INV_1789,2024-01-06,20617.62,5,2024-01-11,20617.62
INV_1790,2024-05-03,44051.97,5,2024-05-08,44051.97
INV_1791,2023-01-16,32609.81,15,2023-01-31,32609.81
INV_1792,2024-09-16,45012.82,0,2024-09-16,45012.82
INV_1793,2023-10-30,31363.51,0,2023-10-30,31363.51
INV_1794,2024-10-26,6998.75,0,2024-10-26,6998.75
INV_1795,2023-02-11,15829.74,5,2023-02-16,15829.74
INV_1796,2022-10-14,10488.85,30,2022-11-13,10488.85
INV_1797,2022-08-19,45486.91,5,2022-08-24,45486.91
INV_1798,2024-12-17,38139.8,0,2024-12-17,38139.8
INV_1799,2023-06-08,33981.72,15,2023-06-23,33981.72
INV_1800,2023-01-09,15397.83,15,2023-01-24,15397.83
INV_1801,2025-02-11,9610.22,30,2025-03-13,9610.22
INV_1802,2023-03-04,37944.33,5,2023-03-09,37944.33
INV_1803,2023-03-02,23970.82,30,2023-04-01,23970.82
INV_1804,2024-10-12,11676.58,-5,2024-10-07,11676.58
INV_1805,2023-12-10,31022.79,0,2023-12-10,31022.79
INV_1806,2023-05-20,2496.53,0,2023-05-20,2496.53
INV_1807,2023-05-17,16645.43,15,2023-06-01,16645.43
INV_1808,2023-06-26,23693.57,0,2023-06-26,23693.57
INV_1809,2024-05-12,7823.94,5,2024-05-17,7823.94
INV_1810,2024-03-13,49240.4,5,2024-03-18,49240.4
INV_1811,2024-10-08,10850.32,0,2024-10-08,10850.32
INV_1812,2023-07-01,6952.48,30,2023-07-31,6952.48
INV_1813,2023-06-10,10574.98,0,2023-06-10,10574.98
INV_1814,2022-06-10,38568.53,0,2022-06-10,38568.53
INV_1815,2023-11-05,21562.53,15,2023-11-20,21562.53
INV_1816,2023-03-20,28488.09,-5,2023-03-15,28488.09
INV_1817,2022-10-30,1539.95,15,2022-11-14,1539.95
INV_1818,2023-06-26,2204.35,15,2023-07-11,2204.35
INV_1819,2024-10-30,22568.36,30,2024-11-29,22568.36
INV_1820,2023-09-17,40924.43,30,2023-10-17,40924.43
INV_1821,2023-12-10,44319.32,0,2023-12-10,44319.32
INV_1822,2023-05-01,4791.98,5,2023-05-06,4791.98
INV_1823,2022-09-10,27148.97,0,2022-09-10,27148.97
INV_1824,2022-07-29,45704.87,0,2022-07-29,45704.87
INV_1825,2024-07-09,19704.65,0,2024-07-09,19704.65
INV_1826,2022-05-08,41563.51,0,2022-05-08,41563.51
INV_1827,2024-01-16,7117.93,30,2024-02-15,7117.93
INV_1828,2025-01-25,46802.03,0,2025-01-25,46802.03
INV_1829,2023-04-26,37695.45,5,2023-05-01,37695.45
INV_1830,2023-10-27,47096.05,5,2023-11-01,47096.05
INV_1831,2023-09-07,33992.55,5,2023-09-12,33992.55
INV_1832,2023-03-17,18488.49,60,2023-05-16,18488.49
INV_1833,2023-11-01,46939.97,0,2023-11-01,46939.97
INV_1834,2025-01-22,14140.56,5,2025-01-27,14140.56
INV_1835,2024-09-29,16942.54,5,2024-10-04,16942.54
INV_1836,2022-11-29,35190.02,0,2022-11-29,35190.02
INV_1837,2023-10-14,38383.16,5,2023-10-19,38383.16
INV_1838,2022-12-16,46505.47,15,2022-12-31,46505.47
INV_1839,2023-12-17,10637.72,0,2023-12-17,10637.72
INV_1840,2022-03-23,40000.9,0,2022-03-23,40000.9
INV_1841,2025-02-06,37058.03,0,2025-02-06,37058.03
INV_1842,2024-02-03,3657.83,15,2024-02-18,3657.83
INV_1843,2025-01-06,19667.55,15,2025-01-21,19667.55
INV_1844,2022-03-05,14496.89,5,2022-03-10,14496.89
INV_1845,2024-06-18,15572.28,5,2024-06-23,15572.28
INV_1846,2024-04-05,49155.87,30,2024-05-05,49155.87
INV_1847,2024-11-15,32317.48,15,2024-11-30,32317.48
INV_1848,2024-09-25,36024.97,15,2024-10-10,36024.97
INV_1849,2023-08-14,48842.57,15,2023-08-29,48842.57
INV_1850,2023-09-01,19171.49,5,2023-09-06,19171.49
INV_1851,2023-02-17,40191.09,5,2023-02-22,40191.09
INV_1852,2024-10-20,22009.28,30,2024-11-19,22009.28
INV_1853,2024-05-20,43541.92,30,2024-06-19,43541.92
INV_1854,2022-09-16,9442.55,-5,2022-09-11,9442.55
INV_1855,2023-01-16,47410.47,0,2023-01-16,47410.47
INV_1856,2024-03-14,11329.2,60,2024-05-13,11329.2
INV_1857,2024-04-16,16647.92,0,2024-04-16,16647.92
INV_1858,2023-09-24,37931.52,30,2023-10-24,37931.52
INV_1859,2024-12-02,19990.88,0,2024-12-02,19990.88
INV_1860,2024-01-20,30606.46,0,2024-01-20,30606.46
INV_1861,2022-03-04,22506.39,0,2022-03-04,22506.39
INV_1862,2022-03-24,37247.31,0,2022-03-24,37247.31
INV_1863,2024-01-11,11802.4,0,2024-01-11,11802.4
INV_1864,2025-02-26,3393.67,5,2025-03-03,3393.67
INV_1865,2024-05-16,15346.51,15,2024-05-31,15346.51
INV_1866,2024-07-03,23978.28,60,2024-09-01,23978.28
INV_1867,2023-09-07,8816.99,5,2023-09-12,8816.99
INV_1868,2024-07-12,18062.47,5,2024-07-17,18062.47
INV_1869,2022-12-27,20299.16,5,2023-01-01,20299.16
INV_1870,2023-07-04,3340.9,5,2023-07-09,3340.9
INV_1871,2022-04-16,29373.71,5,2022-04-21,29373.71
INV_1872,2024-12-05,44275.0,-5,2024-11-30,44275.0
INV_1873,2023-10-11,8011.27,-5,2023-10-06,8011.27
INV_1874,2022-05-02,30091.5,0,2022-05-02,30091.5
INV_1875,2023-06-25,33404.59,0,2023-06-25,33404.59
INV_1876,2024-11-30,21257.07,15,2024-12-15,21257.07
INV_1877,2024-11-03,35204.33,0,2024-11-03,35204.33
INV_1878,2024-09-22,20831.21,30,2024-10-22,20831.21
INV_1879,2022-08-23,25479.55,30,2022-09-22,25479.55
INV_1880,2023-05-07,863.98,60,2023-07-06,863.98
INV_1881,2023-09-20,34740.15,30,2023-10-20,34740.15
INV_1882,2024-12-04,33236.46,0,2024-12-04,33236.46
INV_1883,2022-12-31,2400.84,5,2023-01-05,2400.84
INV_1884,2023-07-04,18728.38,0,2023-07-04,18728.38
INV_1885,2023-12-20,48962.08,15,2024-01-04,48962.08
INV_1886,2022-03-25,21326.46,30,2022-04-24,21326.46
INV_1887,2022-06-27,25346.3,30,2022-07-27,25346.3
INV_1888,2022-11-24,45541.54,5,2022-11-29,45541.54
INV_1889,2022-11-29,36004.46,15,2022-12-14,36004.46
INV_1890,2023-07-16,29312.47,0,2023-07-16,29312.47
INV_1891,2023-10-07,39991.33,-5,2023-10-02,39991.33
INV_1892,2024-11-05,43286.13,15,2024-11-20,43286.13
INV_1893,2024-07-17,23115.96,5,2024-07-22,23115.96
INV_1894,2024-05-28,24017.86,60,2024-07-27,24017.86
INV_1895,2024-09-24,19609.52,0,2024-09-24,19609.52
INV_1896,2022-05-13,48351.95,30,2022-06-12,48351.95
INV_1897,2023-01-05,35009.73,5,2023-01-10,35009.73
INV_1898,2023-06-24,4619.54,15,2023-07-09,4619.54
INV_1899,2023-01-23,43216.5,15,2023-02-07,43216.5
INV_1900,2023-05-05,24287.72,30,2023-06-04,24287.72
INV_1901,2024-03-03,3903.32,0,2024-03-03,3903.32
INV_1902,2024-08-13,27711.0,30,2024-09-12,27711.0
INV_1903,2023-08-29,21149.63,0,2023-08-29,21149.63
INV_1904,2024-04-12,43948.6,0,2024-04-12,43948.6
INV_1905,2023-12-03,10597.73,5,2023-12-08,10597.73
INV_1906,2023-10-12,41410.0,15,2023-10-27,41410.0
INV_1907,2024-07-09,28105.59,5,2024-07-14,28105.59
INV_1908,2022-03-02,3203.21,15,2022-03-17,3203.21
