transaction_date,transaction_type,category,amount
2023-04-29,Outflow,Sales,23914.55
2023-03-28,Outflow,Utilities,32438.68
2024-02-26,Outflow,Utilities,18936.97
2024-11-29,Outflow,Rent,4886.91
2022-10-29,Outflow,Rent,33583.19
2024-12-21,Inflow,Marketing,3134.47
2024-09-25,Inflow,Marketing,19027.58
2022-01-18,Inflow,Payroll,10664.77
2023-02-02,Outflow,Marketing,37471.83
2024-10-03,Outflow,Rent,29580.46
2023-08-17,Outflow,Sales,22786.44
2022-07-08,Inflow,Utilities,26809.89
2022-04-14,Inflow,Sales,21449.27
2022-02-02,Inflow,Rent,6159.76
2024-01-19,Outflow,Payroll,28451.22
2023-01-09,Outflow,Sales,19859.16
2024-11-01,Outflow,Utilities,25482.08
2024-01-11,Inflow,Utilities,2094.51
2024-06-08,Inflow,Sales,5938.78
2023-04-01,Inflow,Payroll,23698.01
2022-09-06,Inflow,Sales,18539.33
2023-03-24,Outflow,Vendor Payments,9306.88
2024-10-14,Inflow,Rent,9858.21
2024-09-06,Inflow,Sales,25376.84
2024-10-24,Outflow,Sales,2640.99
2022-06-22,Inflow,Payroll,17540.06
2023-01-06,Inflow,Sales,21067.21
2024-03-01,Outflow,Payroll,12533.26
2024-01-19,Inflow,Rent,32875.83
2024-02-26,Outflow,Vendor Payments,2553.75
2024-04-19,Inflow,Marketing,34671.58
2023-02-04,Outflow,Rent,29013.54
2024-12-17,Inflow,Sales,18016.3
2023-07-02,Outflow,Vendor Payments,37001.36
2023-02-12,Inflow,Marketing,28178.86
2023-10-03,Inflow,Marketing,37262.5
2022-03-05,Inflow,Utilities,19061.81
2023-07-28,Outflow,Utilities,18283.03
2023-02-24,Inflow,Sales,21370.48
2022-05-26,Outflow,Utilities,2897.44
2022-01-17,Outflow,Marketing,36367.22
2022-04-08,Inflow,Marketing,26808.37
2023-03-28,Inflow,Rent,24818.15
2024-09-01,Inflow,Utilities,37080.6
2024-06-16,Outflow,Utilities,39747.4
2024-10-12,Inflow,Rent,6786.72
2023-04-24,Outflow,Marketing,30035.18
2022-07-20,Outflow,Payroll,23323.82
2022-06-28,Outflow,Sales,18601.59
2023-05-23,Inflow,Payroll,39111.22
2023-03-29,Outflow,Payroll,34055.44
2022-09-27,Inflow,Marketing,27960.97
2023-05-01,Inflow,Sales,15492.24
2023-08-01,Outflow,Payroll,26741.82
2022-12-04,Outflow,Rent,21408.26
2024-05-10,Inflow,Rent,10199.93
2024-01-27,Outflow,Sales,18180.14
2024-01-27,Inflow,Payroll,8724.82
2023-08-07,Outflow,Vendor Payments,20166.69
2024-12-08,Inflow,Utilities,28893.45
2022-12-12,Inflow,Vendor Payments,1754.86
2023-12-03,Outflow,Sales,30685.57
2022-10-20,Outflow,Utilities,1093.76
2024-03-06,Outflow,Sales,20835.92
2024-10-18,Outflow,Vendor Payments,23067.03
2022-03-18,Outflow,Payroll,30521.37
2024-03-27,Outflow,Payroll,30512.84
2024-06-14,Outflow,Marketing,16872.98
2023-10-13,Outflow,Utilities,2934.99
2023-07-01,Outflow,Sales,27831.96
2023-01-29,Inflow,Payroll,20586.14
2022-11-21,Outflow,Vendor Payments,13522.42
2022-05-31,Outflow,Utilities,9624.49
2024-05-28,Inflow,Vendor Payments,5054.4
2024-11-21,Inflow,Rent,12017.16
2022-09-29,Inflow,Payroll,18502.04
2024-04-15,Inflow,Marketing,19261.08
2023-01-03,Outflow,Marketing,23434.74
2023-08-13,Inflow,Utilities,14690.0
2023-08-11,Outflow,Sales,36819.95
2023-07-26,Inflow,Rent,19986.02
2022-03-21,Outflow,Utilities,17121.88
2022-09-15,Inflow,Vendor Payments,2212.27
2022-10-06,Inflow,Vendor Payments,24080.9
2023-05-19,Outflow,Sales,24233.9
2023-07-12,Inflow,Marketing,23456.6
2023-05-06,Inflow,Marketing,35537.6
2023-07-20,Inflow,Vendor Payments,30587.16
2023-06-05,Inflow,Sales,34736.0
2022-11-22,Inflow,Utilities,2659.08
2022-03-25,Inflow,Payroll,12929.62
2024-04-20,Inflow,Utilities,12952.86
2022-11-16,Outflow,Rent,26384.69
2022-10-31,Outflow,Marketing,18110.02
2023-11-21,Outflow,Utilities,31165.66
2023-02-11,Inflow,Marketing,15561.89
2024-11-15,Outflow,Marketing,9097.82
2023-11-15,Inflow,Payroll,11850.76
2022-08-21,Outflow,Payroll,7544.05
2024-10-18,Inflow,Utilities,8156.34
2023-07-03,Outflow,Rent,8908.5
2024-11-02,Outflow,Marketing,938.96
2023-05-11,Inflow,Vendor Payments,28728.69
2023-09-10,Outflow,Marketing,16164.21
2024-04-27,Inflow,Rent,1200.05
2024-10-02,Outflow,Utilities,14989.3
2023-01-19,Outflow,Rent,36243.11
2024-10-13,Inflow,Vendor Payments,20596.4
2023-10-04,Inflow,Payroll,39474.05
2022-11-12,Outflow,Vendor Payments,21736.39
2022-09-13,Outflow,Rent,38523.12
2023-03-17,Outflow,Vendor Payments,8311.49
2022-10-26,Outflow,Marketing,11810.41
2024-07-03,Inflow,Rent,28088.81
2022-09-13,Outflow,Utilities,39476.82
2023-10-13,Outflow,Payroll,33064.31
2022-02-16,Inflow,Payroll,22282.1
2024-06-21,Inflow,Vendor Payments,3680.56
2023-04-08,Inflow,Vendor Payments,14765.85
2022-01-31,Outflow,Vendor Payments,3731.1
2022-02-24,Inflow,Utilities,12657.87
2022-06-02,Outflow,Marketing,10574.05
2023-04-01,Outflow,Payroll,15725.65
2022-10-13,Inflow,Rent,33539.88
2022-02-05,Inflow,Rent,6269.95
2024-03-28,Inflow,Payroll,12450.74
2022-09-13,Inflow,Utilities,10666.35
2022-06-27,Inflow,Vendor Payments,12056.82
2023-05-23,Outflow,Sales,14616.75
2022-01-21,Outflow,Vendor Payments,9999.18
2022-03-16,Outflow,Utilities,37720.48
2023-12-20,Inflow,Payroll,16978.04
2023-04-05,Inflow,Marketing,4830.3
2024-11-26,Outflow,Vendor Payments,18866.05
2023-09-22,Inflow,Rent,7621.95
2022-01-01,Inflow,Marketing,8880.39
2024-07-24,Outflow,Payroll,11616.14
2022-11-07,Outflow,Sales,5252.97
2024-02-01,Inflow,Vendor Payments,28928.42
2023-11-14,Inflow,Marketing,31740.28
2022-11-11,Outflow,Marketing,15953.11
2022-11-03,Inflow,Rent,27653.0
2023-09-11,Inflow,Vendor Payments,15741.49
2022-01-07,Outflow,Sales,6813.87
2024-11-01,Inflow,Marketing,16067.57
2023-05-29,Outflow,Rent,22412.4
2022-12-15,Inflow,Vendor Payments,1927.47
2024-07-05,Outflow,Vendor Payments,26283.03
2024-10-27,Outflow,Sales,29781.54
2023-05-15,Inflow,Rent,34440.82
2023-04-20,Inflow,Sales,4379.99
2023-06-08,Outflow,Marketing,303.72
2024-12-16,Inflow,Utilities,3208.67
2023-08-13,Outflow,Payroll,36987.44
2022-08-21,Inflow,Payroll,30692.56
2024-03-01,Inflow,Sales,33466.8
2024-11-19,Inflow,Sales,20825.45
2023-01-02,Inflow,Utilities,21210.78
2022-02-25,Inflow,Utilities,12150.67
2022-01-10,Outflow,Utilities,33757.3
2022-05-27,Outflow,Utilities,33241.85
2022-12-30,Outflow,Payroll,15869.2
2022-09-10,Inflow,Marketing,13371.9
2024-07-28,Inflow,Utilities,29613.42
2024-01-06,Inflow,Utilities,1338.88
2022-12-06,Inflow,Sales,34439.97
2023-09-16,Outflow,Utilities,18016.05
2023-12-06,Outflow,Marketing,17821.37
2022-11-19,Inflow,Marketing,26862.39
2024-05-10,Outflow,Rent,25936.25
2022-04-05,Inflow,Marketing,10859.17
2023-07-07,Outflow,Utilities,37748.16
2024-02-29,Outflow,Vendor Payments,39457.3
2023-07-07,Inflow,Utilities,21181.76
2022-04-26,Inflow,Payroll,22586.82
2023-09-24,Outflow,Payroll,22306.42
2022-09-27,Inflow,Sales,19585.76
2024-05-10,Outflow,Sales,37823.93
2022-10-18,Outflow,Rent,10016.67
2022-01-09,Outflow,Utilities,4585.94
2023-09-22,Inflow,Rent,37203.03
2024-05-13,Inflow,Vendor Payments,8757.62
2023-04-20,Inflow,Sales,30041.47
2023-06-21,Inflow,Payroll,8393.77
2023-11-16,Inflow,Vendor Payments,38419.38
2024-10-31,Outflow,Sales,31707.53
2023-09-05,Inflow,Vendor Payments,36773.11
2024-02-16,Outflow,Utilities,38054.1
2023-08-18,Outflow,Marketing,3651.65
2022-10-03,Outflow,Marketing,17505.54
2023-01-05,Inflow,Vendor Payments,26029.58
2022-12-11,Inflow,Sales,32157.51
2023-01-03,Inflow,Marketing,9886.43
2024-01-01,Outflow,Marketing,36609.81
2022-01-15,Outflow,Vendor Payments,9072.76
2024-01-28,Inflow,Marketing,34687.2
2023-11-19,Inflow,Utilities,20654.69
2022-01-04,Inflow,Payroll,20762.26
2023-06-17,Inflow,Marketing,15148.02
2024-09-12,Outflow,Utilities,4409.16
2024-04-13,Outflow,Vendor Payments,14079.48
2022-12-29,Outflow,Marketing,17241.45
2022-04-27,Outflow,Marketing,19317.14
2022-05-08,Inflow,Rent,29642.08
2022-03-19,Inflow,Vendor Payments,14277.18
2024-01-11,Outflow,Vendor Payments,16441.74
2024-02-13,Outflow,Utilities,36272.11
2022-03-23,Inflow,Rent,30176.92
2022-12-08,Inflow,Rent,1207.37
2024-03-29,Inflow,Utilities,32539.92
2023-08-01,Outflow,Payroll,39600.77
2022-04-06,Inflow,Marketing,37608.78
2023-07-31,Outflow,Sales,33487.45
2023-06-05,Inflow,Sales,25278.2
2024-09-22,Outflow,Rent,11344.23
2022-12-23,Inflow,Vendor Payments,26280.9
2022-07-05,Inflow,Vendor Payments,27915.02
2023-06-27,Inflow,Utilities,11477.86
2022-05-31,Inflow,Payroll,10436.59
2024-12-18,Outflow,Sales,16057.88
2022-01-10,Outflow,Utilities,25753.53
2024-05-06,Inflow,Utilities,11934.57
2022-12-22,Inflow,Vendor Payments,22359.96
2024-03-04,Inflow,Payroll,35999.72
2022-08-25,Outflow,Payroll,12015.48
2022-11-29,Inflow,Rent,38649.16
2022-01-17,Outflow,Sales,19091.91
2022-11-20,Outflow,Payroll,4306.06
2022-01-23,Outflow,Payroll,2485.06
2024-07-19,Inflow,Payroll,13745.38
2023-04-04,Inflow,Sales,10572.73
2023-06-05,Outflow,Rent,33795.42
2023-12-20,Inflow,Marketing,29584.25
2023-07-11,Inflow,Vendor Payments,35416.49
2023-02-07,Outflow,Utilities,23693.36
2023-04-02,Inflow,Utilities,17587.65
2024-11-16,Inflow,Sales,11041.55
2023-02-01,Outflow,Sales,23449.42
2022-05-20,Outflow,Utilities,24835.58
2023-06-05,Inflow,Sales,15900.02
2024-01-16,Outflow,Marketing,37482.84
2022-04-02,Outflow,Vendor Payments,25706.2
2022-03-18,Outflow,Vendor Payments,33548.0
2024-05-01,Inflow,Payroll,24929.51
2024-04-24,Outflow,Utilities,12866.51
2023-10-29,Inflow,Utilities,29543.78
2024-08-16,Inflow,Utilities,9441.1
2024-09-15,Inflow,Payroll,23985.39
2024-03-07,Inflow,Utilities,16273.94
2022-03-29,Outflow,Rent,6250.43
2024-07-03,Outflow,Sales,16705.65
2022-04-05,Inflow,Rent,12618.15
2023-07-05,Inflow,Sales,4755.22
2023-02-03,Inflow,Vendor Payments,33005.98
2024-02-06,Inflow,Utilities,20093.73
2024-12-13,Inflow,Rent,14050.34
2022-08-31,Inflow,Vendor Payments,20347.08
2023-09-16,Inflow,Payroll,30256.95
2023-12-02,Inflow,Utilities,1026.33
2023-07-18,Outflow,Vendor Payments,22006.04
2022-06-11,Inflow,Marketing,19322.29
2022-02-04,Inflow,Rent,35754.89
2024-08-23,Inflow,Utilities,22372.07
2022-02-06,Inflow,Utilities,5751.72
2024-04-25,Outflow,Sales,15730.72
2024-04-08,Outflow,Vendor Payments,24956.45
2023-09-15,Outflow,Utilities,2123.57
2023-06-05,Outflow,Utilities,35420.57
2022-04-15,Inflow,Rent,2990.96
2022-06-05,Inflow,Sales,1514.47
2022-12-02,Inflow,Utilities,380.02
2024-11-15,Outflow,Utilities,27444.66
2022-10-23,Outflow,Rent,18400.03
2024-06-04,Inflow,Rent,4381.86
2022-03-10,Inflow,Marketing,34291.48
2022-05-31,Inflow,Vendor Payments,8347.99
2024-05-06,Inflow,Marketing,13255.07
2023-07-31,Outflow,Payroll,7355.54
2023-10-24,Inflow,Utilities,37092.23
2024-01-27,Inflow,Rent,30395.25
2023-03-28,Outflow,Vendor Payments,29040.95
2023-07-24,Inflow,Payroll,2046.64
2023-09-27,Inflow,Utilities,21051.26
2022-12-28,Inflow,Payroll,23145.46
2022-07-22,Inflow,Marketing,15486.08
2023-05-02,Inflow,Payroll,13073.72
2022-01-04,Inflow,Sales,34122.13
2024-11-15,Outflow,Sales,1213.76
2024-03-11,Outflow,Sales,25126.59
2024-09-03,Inflow,Utilities,15951.6
2022-01-27,Outflow,Payroll,26738.24
2024-12-01,Inflow,Utilities,8157.33
2024-08-22,Outflow,Utilities,9774.78
2022-03-05,Inflow,Rent,23598.1
2024-11-14,Inflow,Vendor Payments,39203.56
2022-03-13,Inflow,Sales,38994.94
2024-06-18,Inflow,Sales,10184.55
2022-09-25,Outflow,Sales,4363.34
2022-04-05,Inflow,Marketing,23736.63
2023-01-30,Inflow,Marketing,16973.31
2024-05-18,Inflow,Sales,30538.96
2022-12-30,Inflow,Sales,21260.95
2022-04-27,Outflow,Utilities,20570.3
2022-06-13,Outflow,Marketing,25964.46
2024-05-26,Inflow,Vendor Payments,5318.81
2024-02-29,Inflow,Rent,27183.32
2023-07-31,Inflow,Vendor Payments,19694.23
2022-11-02,Inflow,Utilities,32859.84
2024-02-11,Inflow,Rent,5806.66
2022-07-19,Inflow,Payroll,12239.66
2022-06-29,Outflow,Payroll,38024.78
2022-12-24,Inflow,Vendor Payments,22256.99
2024-01-10,Inflow,Marketing,37193.25
2023-03-06,Inflow,Sales,27654.69
2024-10-24,Outflow,Payroll,37079.33
2023-10-15,Inflow,Utilities,12917.7
2023-11-09,Inflow,Marketing,3894.19
2022-09-11,Inflow,Marketing,32149.0
2024-07-29,Inflow,Rent,32237.41
2022-06-16,Inflow,Payroll,24867.42
2024-08-22,Outflow,Vendor Payments,23308.94
2024-05-03,Outflow,Utilities,36621.85
2024-12-21,Outflow,Marketing,7306.99
2022-06-23,Outflow,Vendor Payments,24776.56
2023-09-16,Outflow,Vendor Payments,2275.89
2023-02-19,Outflow,Utilities,5892.34
2024-01-09,Inflow,Payroll,17659.71
2023-11-06,Inflow,Utilities,32901.93
2022-05-06,Inflow,Vendor Payments,29405.37
2024-07-29,Inflow,Vendor Payments,38970.36
2022-09-10,Inflow,Sales,2080.49
2022-07-16,Outflow,Utilities,15439.68
2023-02-17,Inflow,Vendor Payments,6603.99
2024-02-15,Outflow,Sales,1767.36
2024-12-13,Outflow,Payroll,10796.58
2022-08-22,Inflow,Vendor Payments,10005.53
2024-12-21,Inflow,Marketing,16975.1
2022-07-15,Inflow,Utilities,5861.22
2023-06-26,Inflow,Vendor Payments,19696.13
2022-10-22,Inflow,Sales,36827.9
2023-10-07,Outflow,Marketing,30003.1
2022-06-05,Inflow,Payroll,33734.44
2023-02-10,Outflow,Utilities,32247.73
2024-06-14,Outflow,Rent,15768.17
2023-12-27,Inflow,Rent,28445.75
2024-01-08,Outflow,Sales,30243.97
2024-03-07,Inflow,Payroll,8464.23
2023-07-08,Outflow,Payroll,34452.42
2023-01-10,Inflow,Vendor Payments,18472.57
2023-03-31,Outflow,Rent,949.48
2022-07-21,Inflow,Vendor Payments,25842.35
2024-05-03,Outflow,Payroll,27167.49
2023-12-25,Inflow,Sales,22204.96
2022-12-06,Inflow,Sales,8732.89
2022-09-19,Inflow,Marketing,19446.44
2023-06-27,Outflow,Sales,16185.06
2023-07-05,Outflow,Rent,38995.04
2023-09-30,Outflow,Marketing,33039.73
2022-06-14,Outflow,Rent,30547.41
2024-01-28,Inflow,Vendor Payments,7488.63
2023-09-13,Inflow,Vendor Payments,13442.29
2022-02-20,Inflow,Sales,15374.56
2023-05-04,Outflow,Marketing,19857.31
2022-07-17,Outflow,Rent,1499.91
2024-11-12,Inflow,Rent,23842.47
2023-10-27,Outflow,Payroll,14506.9
2023-10-25,Outflow,Sales,22598.58
2022-09-23,Outflow,Utilities,656.44
2022-03-14,Outflow,Vendor Payments,13060.9
2022-03-18,Inflow,Utilities,30816.04
2023-06-28,Outflow,Payroll,20192.94
2024-05-30,Inflow,Vendor Payments,31618.83
2023-03-11,Inflow,Vendor Payments,28048.73
2024-12-24,Inflow,Rent,34240.35
2022-12-23,Inflow,Vendor Payments,595.51
2024-07-24,Outflow,Marketing,10674.62
2022-01-18,Outflow,Vendor Payments,22087.43
2023-11-07,Inflow,Marketing,37658.42
2023-07-29,Outflow,Vendor Payments,27287.67
2024-01-21,Inflow,Payroll,18426.57
2024-09-22,Outflow,Rent,5466.61
2024-10-29,Inflow,Payroll,19880.65
2023-09-24,Inflow,Rent,17811.15
2023-01-07,Inflow,Payroll,31204.2
2024-08-27,Inflow,Sales,16709.94
2022-12-19,Inflow,Vendor Payments,12957.87
2022-08-12,Outflow,Vendor Payments,3861.87
2024-08-11,Inflow,Sales,2146.09
2023-01-03,Inflow,Sales,17733.64
2023-10-18,Outflow,Marketing,14070.42
2024-12-31,Inflow,Payroll,22346.37
2023-03-09,Outflow,Vendor Payments,28563.56
2023-05-24,Outflow,Marketing,1888.27
2023-05-23,Outflow,Utilities,19999.82
2023-09-09,Inflow,Vendor Payments,34520.28
2023-02-24,Inflow,Sales,18370.11
2024-12-31,Inflow,Marketing,20993.32
2022-03-15,Inflow,Utilities,19625.64
2023-07-28,Inflow,Marketing,15774.78
2022-05-26,Outflow,Marketing,4671.75
2022-02-15,Inflow,Payroll,5316.34
2022-05-01,Inflow,Utilities,7409.84
2024-12-02,Inflow,Marketing,31764.82
2022-04-09,Inflow,Vendor Payments,11230.69
2023-12-07,Inflow,Payroll,37940.51
2022-11-07,Outflow,Vendor Payments,32463.76
2023-02-27,Inflow,Utilities,27476.26
2022-09-29,Outflow,Marketing,28899.63
2024-04-04,Outflow,Marketing,2191.0
2022-07-29,Outflow,Utilities,22865.06
2024-01-09,Inflow,Vendor Payments,37659.96
2024-03-03,Inflow,Rent,1852.67
2024-11-11,Inflow,Marketing,11853.36
2024-01-30,Outflow,Marketing,2345.01
2022-06-08,Outflow,Payroll,22918.74
2024-01-11,Outflow,Vendor Payments,4913.16
2022-12-09,Inflow,Marketing,19326.23
2023-11-30,Inflow,Vendor Payments,28881.99
2023-02-01,Inflow,Payroll,6828.21
2023-06-20,Inflow,Vendor Payments,30287.97
2022-05-21,Inflow,Vendor Payments,2690.12
2024-08-18,Inflow,Payroll,6240.09
2022-08-28,Outflow,Marketing,11420.38
2022-10-19,Outflow,Vendor Payments,31905.13
2024-03-27,Outflow,Rent,34050.43
2022-03-23,Outflow,Marketing,9049.08
2023-07-14,Outflow,Payroll,4102.62
2024-05-19,Inflow,Sales,33963.77
2022-06-20,Inflow,Utilities,26079.89
2024-09-03,Outflow,Rent,6566.86
2023-08-03,Inflow,Marketing,22441.36
2023-06-10,Inflow,Utilities,34933.15
2023-06-26,Inflow,Payroll,3059.74
2022-04-20,Inflow,Rent,3623.73
2022-11-18,Inflow,Marketing,11162.23
2024-06-18,Inflow,Utilities,26194.81
2023-12-15,Inflow,Sales,7366.94
2022-03-25,Inflow,Marketing,32709.78
2024-08-13,Outflow,Sales,30092.08
2023-01-11,Outflow,Sales,22571.89
2024-12-12,Outflow,Vendor Payments,4907.89
2023-08-09,Outflow,Payroll,39532.33
2022-04-10,Inflow,Vendor Payments,19754.34
2022-05-09,Outflow,Sales,18247.3
2024-07-06,Inflow,Payroll,39824.09
2022-08-07,Outflow,Payroll,34595.57
2023-04-22,Inflow,Payroll,18417.8
2022-01-22,Outflow,Rent,16926.48
2023-07-14,Inflow,Marketing,4107.6
2023-09-21,Inflow,Sales,37082.52
2024-10-15,Outflow,Payroll,33797.86
2022-12-05,Outflow,Utilities,12607.1
2022-06-28,Inflow,Rent,30206.86
2023-02-25,Outflow,Rent,30580.36
2024-10-03,Inflow,Utilities,9348.06
2022-02-18,Outflow,Sales,24662.12
2024-02-06,Inflow,Vendor Payments,10424.64
2022-01-30,Outflow,Rent,31658.48
2022-03-26,Inflow,Sales,6406.25
2024-02-28,Outflow,Rent,26855.57
2022-11-25,Inflow,Sales,13242.66
2023-09-02,Inflow,Payroll,1736.43
2023-03-10,Inflow,Vendor Payments,5211.07
2023-08-11,Inflow,Utilities,26299.5
2023-11-21,Inflow,Rent,9824.6
2023-03-01,Outflow,Utilities,25352.1
2024-02-09,Inflow,Rent,16768.44
2023-05-27,Inflow,Rent,27800.72
2024-10-08,Inflow,Marketing,19870.06
2023-07-18,Inflow,Marketing,12549.32
2022-10-30,Outflow,Utilities,6089.02
2022-04-09,Outflow,Payroll,13841.6
2023-07-11,Inflow,Rent,25505.29
2022-02-11,Inflow,Vendor Payments,29696.8
2024-09-17,Inflow,Marketing,6665.49
2023-04-13,Outflow,Sales,26671.61
2023-03-16,Outflow,Sales,7417.4
2022-11-23,Outflow,Sales,9106.23
2023-07-23,Inflow,Payroll,21393.29
2022-02-02,Outflow,Rent,11781.33
2023-02-16,Outflow,Rent,26565.34
2024-03-22,Outflow,Utilities,38244.33
2023-05-23,Inflow,Marketing,6211.02
2022-02-25,Outflow,Sales,22949.28
2023-06-30,Inflow,Payroll,36954.98
2022-07-15,Outflow,Utilities,7308.2
2023-02-17,Inflow,Vendor Payments,14863.98
2023-09-29,Outflow,Rent,5207.59
2024-01-12,Outflow,Rent,25788.9
2022-05-17,Outflow,Payroll,26864.97
2023-06-23,Outflow,Utilities,26668.04
2023-11-20,Outflow,Utilities,21822.44
2023-12-20,Outflow,Marketing,29926.56
2024-07-21,Inflow,Payroll,1724.33
2022-11-02,Inflow,Utilities,38313.29
2023-01-23,Outflow,Marketing,9117.22
2023-12-26,Inflow,Utilities,5126.01
2024-07-03,Outflow,Rent,37663.1
2023-07-03,Outflow,Marketing,33268.35
2023-05-21,Inflow,Utilities,30665.36
2023-01-23,Outflow,Marketing,4458.4
2022-10-20,Inflow,Marketing,32358.91
2022-06-28,Inflow,Utilities,24478.23
2023-11-03,Inflow,Marketing,29356.77
2022-03-21,Outflow,Sales,39129.39
2024-11-03,Outflow,Sales,8019.31
2024-12-13,Inflow,Utilities,20323.96
2023-03-23,Inflow,Sales,30208.07
2024-02-05,Inflow,Sales,17516.16
2024-12-24,Outflow,Payroll,2469.73
2023-05-18,Outflow,Vendor Payments,4724.12
2023-07-24,Outflow,Utilities,24203.05
2022-04-06,Outflow,Marketing,11614.66
2023-08-08,Outflow,Payroll,5772.27
2022-09-05,Inflow,Utilities,13793.71
2022-05-07,Inflow,Sales,8278.94
2023-05-14,Outflow,Marketing,1250.4
2022-02-15,Outflow,Vendor Payments,6327.02
2024-09-08,Inflow,Utilities,35358.2
2022-09-25,Inflow,Marketing,777.88
2022-04-04,Outflow,Rent,31021.86
2024-01-06,Inflow,Rent,30212.41
2023-09-04,Outflow,Utilities,22700.24
2022-03-12,Outflow,Payroll,8575.38
2023-08-16,Inflow,Vendor Payments,35158.95
2023-03-25,Outflow,Payroll,19160.5
2023-09-12,Inflow,Marketing,7176.29
2023-09-06,Inflow,Vendor Payments,17332.2
2022-04-01,Inflow,Utilities,8038.21
2024-05-26,Outflow,Payroll,15227.51
2023-06-12,Outflow,Marketing,20018.5
2024-02-14,Inflow,Sales,14588.07
2023-11-03,Outflow,Marketing,26384.66
2024-02-04,Inflow,Payroll,37455.94
2022-12-27,Inflow,Utilities,14121.53
2023-01-13,Inflow,Utilities,14422.86
2022-12-11,Outflow,Vendor Payments,29610.61
2024-03-08,Inflow,Vendor Payments,21364.46
2023-03-31,Inflow,Sales,17324.93
2024-06-26,Inflow,Payroll,32608.19
2022-03-08,Inflow,Utilities,35674.13
2024-09-13,Outflow,Utilities,23746.29
2024-09-05,Inflow,Sales,7648.6
2022-02-12,Inflow,Rent,18811.55
2022-08-17,Inflow,Utilities,20323.52
2022-08-22,Outflow,Marketing,17458.63
2023-05-12,Outflow,Rent,10718.55
2024-04-27,Inflow,Rent,19051.18
2024-11-21,Inflow,Sales,18027.88
2022-04-23,Outflow,Sales,8616.89
2024-08-30,Inflow,Marketing,36166.2
2023-04-04,Outflow,Sales,35448.04
2022-01-06,Outflow,Sales,30456.77
2024-09-18,Inflow,Sales,16217.58
2023-05-09,Inflow,Utilities,15002.57
2022-03-12,Inflow,Sales,28743.68
2024-07-27,Outflow,Sales,24442.33
2023-11-05,Outflow,Rent,24143.75
2024-11-22,Inflow,Rent,5227.23
2022-05-23,Inflow,Marketing,24845.87
2024-01-06,Outflow,Vendor Payments,36103.96
2023-12-27,Inflow,Marketing,3706.91
2022-08-05,Inflow,Utilities,13765.1
2023-03-10,Inflow,Utilities,20507.87
2024-04-13,Outflow,Utilities,27534.58
2024-12-13,Inflow,Payroll,3858.51
2023-12-21,Inflow,Marketing,34950.41
2024-07-30,Outflow,Marketing,1909.66
2024-06-25,Inflow,Sales,34350.28
2024-09-21,Inflow,Sales,1397.77
2022-02-24,Outflow,Sales,6394.88
2024-11-24,Inflow,Vendor Payments,32072.86
2024-05-10,Outflow,Utilities,34448.53
2024-10-03,Inflow,Sales,39295.95
2023-07-20,Outflow,Payroll,4893.88
2024-02-10,Outflow,Rent,21200.11
2024-05-27,Outflow,Payroll,3363.09
2024-04-03,Outflow,Vendor Payments,6509.38
2023-05-29,Inflow,Sales,7227.41
2024-05-11,Inflow,Marketing,2816.51
2023-02-26,Inflow,Rent,35751.3
2023-06-01,Outflow,Utilities,5316.31
2023-12-06,Outflow,Vendor Payments,25284.83
2024-03-19,Inflow,Payroll,25142.16
2022-02-13,Inflow,Sales,8186.21
2024-05-07,Inflow,Vendor Payments,39936.93
2024-03-11,Outflow,Vendor Payments,14090.5
2022-08-07,Inflow,Marketing,36232.25
2023-07-22,Inflow,Utilities,37946.9
2024-06-26,Inflow,Marketing,37974.86
2022-09-15,Inflow,Marketing,30187.65
2024-08-18,Inflow,Utilities,10376.06
2024-06-11,Inflow,Payroll,5090.02
2022-10-16,Inflow,Marketing,22924.43
2024-08-29,Inflow,Utilities,14593.55
2022-04-13,Inflow,Vendor Payments,33292.25
2024-03-14,Inflow,Vendor Payments,29876.11
2024-11-15,Outflow,Utilities,11275.79
2022-10-29,Outflow,Vendor Payments,975.5
2024-12-14,Outflow,Rent,9721.44
2022-02-25,Inflow,Rent,22814.49
2024-10-11,Outflow,Utilities,3436.2
2023-01-09,Inflow,Utilities,26433.42
2024-04-10,Inflow,Payroll,26966.34
2024-07-08,Inflow,Utilities,7024.94
2023-04-02,Inflow,Marketing,23973.83
2022-05-12,Inflow,Vendor Payments,24396.77
2023-05-08,Inflow,Marketing,19275.73
2022-04-20,Inflow,Utilities,38143.86
2023-08-05,Inflow,Vendor Payments,4594.08
2024-03-06,Outflow,Rent,16443.04
2024-03-20,Inflow,Vendor Payments,35351.95
2024-06-04,Outflow,Payroll,15636.67
2024-02-12,Inflow,Sales,17158.19
2024-07-25,Inflow,Vendor Payments,26830.47
2023-07-27,Outflow,Utilities,26722.87
2024-03-19,Inflow,Payroll,1209.21
2024-05-28,Outflow,Rent,18391.19
2024-10-29,Inflow,Rent,13540.42
2023-02-17,Inflow,Sales,25219.5
2024-04-09,Inflow,Utilities,22361.38
2023-07-20,Outflow,Marketing,26139.21
2022-04-14,Inflow,Marketing,26254.57
2023-11-08,Inflow,Vendor Payments,10418.41
2024-08-02,Outflow,Rent,10084.65
2022-09-27,Inflow,Payroll,15000.21
2023-04-11,Outflow,Sales,9905.75
2024-03-11,Inflow,Marketing,27407.48
2024-10-01,Outflow,Vendor Payments,24233.78
2022-08-22,Inflow,Vendor Payments,8890.56
